dataset	primary	processed	tier	status	nevents	nfiles	size_TB	created
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-1800-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-1800-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-1800-RelWidth-0p05_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-1800-RelWidth-0p05_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-1800-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-1800-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-1900-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-1900-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-1900-RelWidth-0p05_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-1900-RelWidth-0p05_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-1900-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-1900-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-2000-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-2000-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-2000-RelWidth-0p05_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-2000-RelWidth-0p05_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-2000-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-2000-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-2500-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-2500-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-2500-RelWidth-0p05_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-2500-RelWidth-0p05_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-2500-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-2500-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-250-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-250-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-250-RelWidth-0p05_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-250-RelWidth-0p05_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-250-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-250-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-260-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-260-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-260-RelWidth-0p05_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-260-RelWidth-0p05_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-260-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-260-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-270-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-270-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-270-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-270-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-280-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-280-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-280-RelWidth-0p05_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-280-RelWidth-0p05_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-280-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-280-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-3000-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-3000-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-3000-RelWidth-0p05_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-3000-RelWidth-0p05_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-3000-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-3000-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-300-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-300-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-350-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-350-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-350-RelWidth-0p05_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-350-RelWidth-0p05_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-350-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-350-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-400-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-400-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-400-RelWidth-0p05_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-400-RelWidth-0p05_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-400-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-400-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-450-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-450-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-450-RelWidth-0p05_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-450-RelWidth-0p05_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-450-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-450-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-5000-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-5000-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-5000-RelWidth-0p05_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-5000-RelWidth-0p05_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-5000-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-5000-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-550-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-550-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-550-RelWidth-0p05_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-550-RelWidth-0p05_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-550-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-550-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-600-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-600-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-600-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-600-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-650-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-650-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-650-RelWidth-0p05_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-650-RelWidth-0p05_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-650-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-650-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-700-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-700-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-700-RelWidth-0p05_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-700-RelWidth-0p05_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-700-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-700-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-750-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-750-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-750-RelWidth-0p05_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-750-RelWidth-0p05_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-750-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-750-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-800-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-800-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-800-RelWidth-0p05_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-800-RelWidth-0p05_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-800-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-800-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-850-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-850-RelWidth-0p01_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-850-RelWidth-0p05_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-850-RelWidth-0p05_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/HHto2B2G-SChan-h-SChan-interference_Eta-0-M-850-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	HHto2B2G-SChan-h-SChan-interference_Eta-0-M-850-RelWidth-0p3_TuneCP5_13TeV_madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
